,area,perimeter,physiological_length,physiological_width,aspect_ratio,rectangularity,circularity,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy
0,326128.5,3291.2257289886475,1390,559,2.486583184257603,2.3825271327099595,33.214413334488874,20.402500611317745,53.68929743503945,10.891158414949615,25.860767888123323,63.77845127944769,15.389737497086355,94.86942177295757,0.9780241717406966,0.659934410202336,5.365230766620126
0,248457.5,3349.847216963768,1321,802,1.64713216957606,4.264077357294507,45.1645709105175,12.333627513351368,29.09782508150517,7.041610583684619,23.729186128849502,53.04373485051104,14.510596345226311,70.50173599768985,0.9775306766106406,0.8100113437983706,3.2663434238444724
0,295854.0,3557.5356044769287,1388,886,1.5665914221218962,4.156671871936834,42.778058018891166,13.14383444682249,28.351044262007143,8.896128375433415,24.584448630587584,50.712234710447156,17.229205914133257,70.0578400636442,0.9768106987913455,0.8103889568515243,3.183023511047045
0,236208.0,3622.839203119278,1397,953,1.465897166841553,5.6363078303867775,55.56528098818806,8.400714768042146,19.65255332781008,4.7652299448450846,19.60208001801232,42.76172915895843,11.910582033217688,61.64531142961513,0.970022352163668,0.858308247179194,2.507362413453298
0,209556.0,3431.771097302437,1374,809,1.6983930778739185,5.304386416995934,56.20002702991263,9.688820097052266,23.524226181801172,5.382125757714792,21.34660636527039,49.13327202717774,12.531945028586346,61.14719791242225,0.9769465541862454,0.8521620604951263,2.613500771268497
0,278130.5,3339.303064584732,1292,831,1.5547533092659447,3.8602454603144927,40.09249239887385,14.503000972382113,32.51233733090424,9.178629574573511,25.84150419107499,55.27751698741284,17.127549061204817,66.53020728113655,0.981031332230075,0.7944151276473057,3.4366134759230977
0,199364.5,3546.4401417970657,1403,847,1.656434474616293,5.960644949326485,63.08664621509643,7.792590678938116,20.857110038280258,4.067797038055575,18.956164890140453,46.90196291831314,11.099853502644415,68.32217415529936,0.97068738094264,0.8647147055398808,2.4411459774352995
0,194038.0,3322.325361251831,1336,746,1.7908847184986596,5.136395963677218,56.884969985348796,8.2778641778106,24.911618452103834,3.424299858727585,18.647399840877515,51.08957332017744,9.179297490960796,75.90059754310788,0.9710678179203752,0.8410839620530679,2.7870180511320504
0,329117.0,3551.1924525499344,1366,906,1.5077262693156732,3.760352701318984,38.317582607545695,16.37661078413311,38.87144270020265,6.473575383242997,28.49497197876409,64.82756672267865,12.882578905981488,64.77980257068629,0.9857618751928648,0.7806910952482549,3.6507999679154866
0,358392.5,3543.1853197813034,1375,864,1.5914351851851851,3.3148015095181957,35.02908741202379,16.849592592592593,38.91796380471381,10.508928451178452,26.872397824109118,59.536177778785124,17.51346195290037,63.52291635204014,0.9841279970106256,0.7694905565558996,3.847299146684888
0,219979.0,3481.7710958719254,1374,834,1.6474820143884892,5.209206333331818,55.108578382705566,10.855024277521215,23.98288443481023,6.3239870985307824,23.37629755040827,49.497142235520684,14.071337697726749,58.35199133595,0.9792016640606371,0.8503041198335585,2.6605941894943914
0,231782.5,3482.121382832527,1349,887,1.5208568207440811,5.1624389244226805,52.312704042710344,10.372510264816812,23.886341128716165,5.984423720272146,22.367151344590134,48.9773202618306,14.003932369694608,67.91267446110136,0.9748905478747423,0.8481178705999757,2.6457576462600705
0,230151.5,3480.405653119087,1342,899,1.492769744160178,5.242016671627168,52.63152102099399,10.317063669021218,22.740921772660133,6.7013041481759,22.42843159276826,47.13078931117506,15.369228133247287,69.56882257183186,0.9730230139514524,0.8485145789000281,2.6172990065111224
0,243949.0,3400.9182856082916,1344,806,1.6674937965260546,4.440534701925403,47.412554203480404,12.021220127318918,26.975026401689707,7.591055366004963,23.699134048583478,50.383104797222,15.380673119786092,64.92282356537177,0.9777200813300014,0.8240446034565061,3.0297239470752166
0,303774.5,3315.4208085536957,1291,806,1.6017369727047146,3.4253895570563033,36.18478554911898,17.433272531920743,36.90941967005784,11.238757344701725,28.72599087362577,57.946301459996306,19.068400105402652,81.57474677428303,0.9794255146261895,0.7593764645882449,3.9912401296750284
0,206794.0,3553.976282596588,1353,986,1.372210953346856,6.451144617348666,61.07888728521651,8.515097544484572,19.237416214287535,4.782190879257124,21.358608217097746,45.23161283503396,13.135711235309664,66.49577714108632,0.9714860705198323,0.877951698631249,2.217116799783981
0,253032.5,3681.65037548542,1411,981,1.438328236493374,5.470407951547726,53.56841309836458,9.197122362448535,21.9979851046568,4.6001028759759315,20.85551439487515,46.85883631935968,11.606370527107687,53.87810676805619,0.9777169132143055,0.8568741060510988,2.5505530059836836
0,260186.0,3616.697053194046,1396,948,1.4725738396624473,5.0863920426156675,50.27364106670804,10.52291205735495,23.738926317507527,6.139881276220183,22.611036168617215,48.35496964593528,14.036887243773888,64.55051616120925,0.9757626075350934,0.841997737737393,2.7361350446593136
0,289310.0,3707.525480389595,1413,977,1.4462640736949846,4.771701634924476,47.512167528734224,11.659923462569024,26.84990159369678,6.1075327000849695,24.02831615924041,52.50128972785835,13.764919176345822,65.12551873078779,0.978897815537994,0.8330840286965588,2.918854792900212
0,321322.0,3491.3101992607117,1328,900,1.4755555555555555,3.7196332650736643,37.93467894343328,16.821366298527444,38.17591449129853,8.404243641231593,29.069837897303987,63.20953142652906,15.989345119786748,65.50104699533252,0.9853548425054458,0.7902338384573234,3.5707991612939556
0,334758.0,3556.4127957820892,1347,961,1.4016649323621229,3.8668739806068864,37.782732523203556,15.849658585348255,34.13198636967957,10.184609572897571,28.000474539839743,58.0967370604803,18.463893860594805,62.27682658987823,0.9841835905829439,0.7878851741841593,3.51033970332523
0,309748.0,3700.1772894859314,1382,1026,1.3469785575048734,4.5776954169195605,44.20145400011446,13.160712220332146,27.578325335770685,7.225498119797,25.94148663368223,52.51802174318573,15.047101793588062,59.47963596665279,0.9814993260524587,0.8263783185428537,2.9859556299321937
0,287416.5,3343.743754029274,1222,970,1.2597938144329897,4.124119526888679,38.90041905252406,14.31373951777549,30.66500413383502,8.254780063104256,26.35605938870474,54.41182342878514,16.126581681094986,64.30669046500692,0.9812688329426351,0.8032107980516038,3.2317044633576693
0,315751.5,3641.684868454933,1385,963,1.4382139148494288,4.224065443869625,42.0009681066713,14.526605710943914,31.131665110908674,8.468329640751113,27.286581805910668,56.17894301495934,16.823269506865262,63.214062213937886,0.9827690709136667,0.8040662173037578,3.2490015392776828
0,303149.5,3618.2878943681717,1370,954,1.4360587002096437,4.311338135144541,43.1866365820536,14.675523726453351,30.534172672879464,8.248858437007453,27.928529027381096,55.84961950393592,16.9349558784636,68.46465918635587,0.9813257317225348,0.8093169348841822,3.197444121017056
0,347149.5,3728.679810523987,1390,1022,1.360078277886497,4.092127455174212,40.04918091314893,13.580312970758422,30.904259527798505,7.134365540835433,25.781229720305284,54.84104888029489,15.531121609107286,58.006984042863195,0.9831630409587779,0.80152932499888,3.377053704489529
0,220737.0,3572.0107694864273,1374,950,1.4463157894736842,5.913372021908425,57.803000572296526,8.88946755535126,18.952311346050717,5.835620930054394,21.053936065651648,42.40955618057067,14.665254301487359,61.22018492321183,0.9712555003768835,0.8646631719872467,2.409304555171319
0,210271.0,3618.2605617046356,1376,1001,1.3746253746253747,6.55048009473489,62.26160284769248,8.151656483051832,17.888184489928676,5.200582847385173,20.450927190106466,42.492046923226056,13.668724638494453,56.242925561730154,0.9732448552292756,0.8751796316432172,2.217720718525915
0,280552.0,3590.697056412697,1350,981,1.3761467889908257,4.72051526989649,45.956205448297666,11.881509419715332,28.26004001963227,6.710324310038887,24.377429763846,54.90883597692959,14.860388714410876,71.90373987037789,0.9785486853443247,0.8270116180522006,2.9953934130970676
0,273462.0,3531.5843687057495,1341,954,1.4056603773584906,4.678214889088795,45.60812161575205,11.253537442723209,25.762543832085008,7.218017625070936,22.497518283446606,49.580733462198744,14.987951024849878,57.44199527812016,0.9794215001395862,0.8276354401910435,2.8613606163658725
0,228381.0,3610.3194212913513,1379,987,1.3971631205673758,5.959659516334546,57.073076673425184,9.699656814880612,23.203813461878973,4.621741816934139,22.794299541697445,51.8666276753652,12.216322517039636,67.43309147458771,0.9771144877752123,0.8661421391727244,2.368553322269183
0,229818.5,3695.1894739866257,1404,1010,1.39009900990099,6.170260444655239,59.41395165603098,8.77048179176892,20.836137203463934,4.760889678711461,21.151235240810298,47.64036585078776,12.19296123481864,63.694115804579084,0.9746746972979221,0.8669218242498411,2.351908196859969
0,378747.0,3713.951894402504,1360,1042,1.3051823416506718,3.7416005935360546,36.41860839540894,16.30123701591961,38.32994171276956,6.752660325166535,28.121916641687207,63.77001896815562,13.034743335506196,58.27530591456427,0.9868180693346724,0.7867250607422209,3.59100486110823
0,387168.5,3682.488918066025,1394,958,1.4551148225469728,3.4492785440964333,35.02538205375458,20.363756241332524,44.19911236045923,8.594144154937803,33.089370190317894,69.42056559838917,15.531039559090054,73.45555248443665,0.9864655117412748,0.7524908277141021,4.012531914845461
0,378654.0,3891.882911682129,1463,1076,1.3596654275092936,4.157325685190173,40.0015650125005,12.794215176332179,27.95471316005458,9.416311774705436,23.933555365462954,50.30498389093853,17.689234389891364,46.38690124935599,0.9843830966838168,0.8106611567442527,3.3291637409684665
0,236933.0,3579.182341337204,1368,959,1.4264859228362878,5.537058999801632,54.068222799441486,10.384886333839464,22.754816634042527,7.545877314941856,23.604747188310466,48.93427518058197,17.5870905158073,72.65931281583453,0.9743590389613125,0.8556649078866623,2.57771446783869
0,351392.5,3411.150816321373,1279,918,1.3932461873638344,3.3413405237732734,33.11382539948909,18.972624650589974,43.20223366907357,11.057889214238385,30.269672235828864,66.49383506122659,18.295122312986607,67.53131160128282,0.9864600958187206,0.7644246113372707,3.9530217459901547
0,364650.5,3845.071744799614,1436,1067,1.3458294283036552,4.201864525072638,40.5445124102568,12.537112357819936,27.92993006189744,9.550521729369043,23.541729234037664,50.35742418108324,18.003861832542714,46.97085204777643,0.9841473866947283,0.8133918503842522,3.2098253833941723
0,330730.0,3682.814819455147,1389,974,1.4260780287474333,4.090605629970066,41.009660431162715,14.174455940855328,30.873410619963543,9.872604934931694,25.92087992511988,54.629002437219626,18.418107638122397,58.33794954963939,0.9832782194869626,0.8006834748907086,3.365422440283394
0,330124.0,3714.9224759340286,1424,982,1.45010183299389,4.235887121202942,41.80444015642551,11.910305441772122,25.963523907869746,9.55535381244422,22.315377672518437,47.18528537850219,18.15046068187538,50.542256001271646,0.9808169414367747,0.8156103573523092,3.170626893943127
0,369003.5,3599.2929604053497,1375,919,1.4961915125136018,3.4244255135791395,35.107823678700896,15.345733109110693,37.196091403699675,8.56132713423682,24.795244760865028,58.21381779177271,14.613752609964816,51.97845490044671,0.9859698348806079,0.7718895510628925,3.744900834379067
0,451608.5,3720.4544283151627,1382,1013,1.3642645607107602,3.099954938846368,30.64995710481513,19.55222983986754,46.383220735360716,11.789028447833733,29.864594504078795,67.72710453552224,19.116752548987456,55.69346246773882,0.9890822494894354,0.744113700969422,4.27211636059225
0,253094.0,3710.839204788208,1460,934,1.563169164882227,5.38787960204509,54.40795753274744,10.371522542606552,23.974164735560706,6.855712651432929,22.986729427932495,50.63335007588994,15.70411123202778,63.87989128507179,0.9781366783730188,0.8497296998049905,2.6320836995287515
0,405756.0,3611.7609969377518,1359,955,1.4230366492146598,3.1985848638097774,32.149413684580836,17.6273938721496,41.870850525293854,7.890725780043072,27.671607251252173,62.542760632641254,13.90485665511357,53.96422535112413,0.9873612999574334,0.7626887416940058,4.065114401362983
0,411927.0,3712.163020014763,1382,974,1.4188911704312115,3.2677343315684575,33.45290376004759,20.601696199597644,45.293295732459285,9.412338752574165,32.743057888303056,68.873212555035,16.073719526272587,55.81752483016144,0.9897388163295601,0.7602599699680755,4.119437608504484
0,437772.0,3677.9619961977005,1371,972,1.4104938271604939,3.044077739097064,30.900570263686518,16.60515363811822,40.757464288179904,10.963853694848913,25.075840365538575,59.02485772921479,16.891505013256904,51.19768476297669,0.986677092049107,0.7379660271984827,4.371764630298168
0,382035.0,3418.7172821760178,1311,852,1.5387323943661972,2.9237425890298008,30.593081407329112,18.24537589124884,40.39371174926498,10.68700916406141,26.667220611680452,56.541272239091676,16.096804255217112,50.82939855880119,0.9860975937380334,0.7335538099636525,4.366021890132209
0,537984.0,3369.3607243299484,1418,542,2.6162361623616235,1.428585236735665,21.102099115693466,47.90787268592009,106.91134282993042,27.03851508543294,34.10921029452068,71.18632844707267,20.05327937136781,95.68272287876894,0.9834110076273339,0.4871918354595152,7.920856981420011
0,573848.0,3518.9830930233,1509,548,2.7536496350364965,1.4410296803334681,21.579306731022555,38.6175852428011,102.4458661655372,17.490026991336652,29.174554849789722,69.19119746753387,15.507176670055852,104.78186751750351,0.9791756299568782,0.43580103700475026,8.126880752747537
0,631443.5,3634.4603514671326,1363,824,1.654126213592233,1.7786421112894504,20.919214539996993,36.24543233444216,89.46602119824203,15.357799578314541,34.45459577228516,79.69620343212628,16.51142623205615,85.54401665807838,0.987408260828319,0.5479828060958597,6.814680793729705
0,767399.5,4069.2685766220093,1465,1022,1.433463796477495,1.9510437523089343,21.57800044003588,35.192439371372465,79.90554490626023,19.345219505353217,36.186416589644935,78.64266132290902,20.727247290783072,67.60732857580054,0.9902465032800077,0.5961273198682944,6.218764871485289
0,803014.5,4046.616769552231,1484,963,1.541017653167186,1.7796590223464208,20.392044327495125,40.53433298905879,87.597616528537,25.235902237224757,37.94359664836779,78.3271199908028,23.665050159417966,78.18520168875042,0.9889869360671996,0.549787600773371,6.813355381333853
0,747070.0,3919.3446979522705,1398,1009,1.3855302279484638,1.8881523819722381,20.562012744945687,34.059606602097574,77.13057659887905,21.31250363325209,34.756858575697784,73.56480620481584,21.853261466780843,67.10491850258701,0.989148891684431,0.5828549724101967,6.480131416705174
0,765881.0,3877.2126611471176,1429,913,1.565169769989047,1.7034983241521855,19.628085851143343,39.66468558884689,89.95681306560934,23.927426481803543,36.019121076275994,76.25248291729818,22.025818993236552,76.21587480626899,0.9884804989260036,0.5344150656619181,7.063645676237799
0,781530.5,3987.8472154140472,1442,981,1.4699286442405708,1.810040682993178,20.348438625857302,35.07493768565293,80.93230887557066,20.668615624748163,33.984176498034756,73.5657276213467,20.53719112922939,69.5009728330466,0.9885977050954535,0.5619657675340763,6.650144347537758
0,689701.0,3800.065477490425,1355,972,1.3940329218106995,1.9096101064084292,20.937330282563796,32.862970555631485,83.37761681320517,17.30475301049307,33.70818214685708,80.32634225386236,19.540676002950015,85.49838982300298,0.9876312739522938,0.5671598368114551,6.523629987961902
0,701215.5,3794.401480317116,1373,926,1.4827213822894167,1.8131344786303212,20.532179613589147,44.07210173368214,99.61087873348865,20.865727333219024,42.52521478762787,90.70901789878775,20.934620435464343,92.14263502956962,0.9899737718733155,0.5504519878084451,6.915413677279626
0,849992.5,4106.332501292229,1479,1011,1.4629080118694362,1.759155521960488,19.837782817105904,39.16618681989662,95.49012117552093,18.717434789325534,36.5997842362641,83.79701424895177,18.635680479392903,76.080332815643,0.9899890061242834,0.5459861738977786,6.813259099704902
0,753197.5,3891.254300713539,1360,984,1.3821138211382114,1.7767451432061312,20.10343904861821,37.62292712816834,93.92304071018651,16.412043430176947,36.12161043596196,83.60328222976396,17.178773281195117,82.7319637473663,0.9889282335133669,0.5427550942408526,6.9527777906376365
0,824761.5,4164.013738036156,1488,1031,1.443258971871969,1.8600868251003473,21.023059891318688,40.8236907220258,88.76059820301826,20.811608288226275,40.42242534539933,83.1065628325648,21.562412225351313,82.18408938772677,0.9895512667995757,0.5653229884027012,6.633071565356099
0,747610.0,3901.237042069435,1424,951,1.4973711882229233,1.811404341835984,20.357740611300912,36.034791142381174,88.45483538912322,14.958726178239345,35.507987313431535,80.67716895262416,16.949193594939654,86.33035123176174,0.9876589813082828,0.5486799328741832,6.963360094897433
0,655553.0,3664.016703248024,1292,936,1.3803418803418803,1.8447204116219436,20.478921462765815,33.242712385223996,89.25184815829165,16.24244611812336,34.51739299458553,83.95795623823841,17.833785044144772,93.25967210268934,0.9874017591616364,0.5479304965965693,7.103487150736337
0,804572.0,4227.570087313652,1523,1049,1.451858913250715,1.9856855570415077,22.21348598155188,35.30636938409278,82.19927805426423,19.306463273342274,37.6068387079686,82.75426257658506,21.18252148783042,77.9817614788989,0.9898062534316605,0.5918491299816612,6.359695747008016
0,803359.0,4062.3396431207657,1470,1029,1.4285714285714286,1.882881750251133,20.54200348296409,40.33921514183905,91.95811731884201,17.472580207982123,40.26052483352273,87.10390364966369,19.00858474728876,80.77247354089927,0.9903671676815232,0.5688787155682027,6.579085798481366
0,758889.5,3964.6512632369995,1412,978,1.443762781186094,1.8196799402284523,20.712448438259766,40.462214034538896,98.67494221310763,17.18078607553138,40.148289221669806,90.39921883558272,18.29432665914776,87.2976527719827,0.9901032093044094,0.5509360408417272,7.00790349970155
0,798.5,111.15432798862457,40,29,1.3793103448275863,1.4527238572323107,15.473117884286447,112.05172413793103,97.74051724137931,71.0405172413793,75.3550383675317,67.89272024157985,49.24048215128566,1650.2311497410635,0.8078800052852348,0.34087311523059,8.55425634493067
0,705581.0,3873.438057422638,1376,978,1.4069529652351738,1.9072622420388303,21.264068030020734,29.45017863936843,73.77887433418938,17.31526133067009,30.401369351189597,71.7279959673905,18.19497848975872,69.27316844088959,0.9875585794285769,0.5872713029278472,6.450637996009944
0,646931.5,3656.921253323555,1366,827,1.6517533252720678,1.746215789461481,20.671544132585165,36.40003912605494,83.18680655264048,20.13288075759373,33.78694089455227,72.99286753075516,19.123417745749197,78.70156004265705,0.9868221663715491,0.5425502053338234,6.942194778267867
0,615082.0,3611.271535873413,1241,968,1.2820247933884297,1.9530534140163425,21.202509756113038,36.81991828770453,86.88366653125645,18.940040190195855,38.04887011079369,85.52803702240554,20.690756024594418,87.23704594695695,0.9891479464640496,0.5790856994837865,6.456924168537796
0,811481.0,4141.261433959007,1472,1028,1.4319066147859922,1.864758386209905,21.134254855500267,39.04866126184233,85.40731263745559,20.83349766325495,38.44988275272481,79.96090876839048,21.08351786674799,68.70925743802049,0.9905754725035065,0.5841404336191341,6.330529221662217
0,621872.5,3677.171030163765,1343,895,1.500558659217877,1.9328479712481257,21.74334254220221,31.540040017138317,83.69047284283914,11.797876013427787,33.484346222797,81.70001990637837,15.705173585211213,80.87378179700127,0.9883306750886683,0.5821782912788026,6.503512621749386
0,656979.5,3717.715187191963,1277,982,1.30040733197556,1.908756665923366,21.037804395841537,34.94010034975686,86.54958716569352,14.840947549229913,35.63940997400474,83.15732598197845,16.931449859693835,81.47856935019007,0.9889586407726082,0.577819119997869,6.415477044244259
0,884326.5,4274.783290982246,1514,1075,1.4083720930232557,1.840440154173826,20.664055849124733,42.35090903505269,91.74690792909588,20.927586249270377,40.84085711693409,84.71418724098434,21.08132965095611,73.10198612991796,0.9910389694882236,0.5720159861243999,6.501138343354802
0,743642.5,3922.6512591838837,1396,994,1.404426559356137,1.86598264623122,20.691653450652577,40.12514917585744,99.64647411690775,13.671258208275441,40.61711875864659,93.7926971793802,16.330602378206716,84.6156411451212,0.9909019090455156,0.5785379458068961,6.636727287124675
0,833967.5,4190.214757204056,1444,1100,1.3127272727272727,1.9046305761315638,21.053457972271875,35.9575925459582,79.51946298161673,22.747765676152103,36.70536611564296,77.10696763266999,23.641722463241766,74.09866129067159,0.9892468778365624,0.5720273292184328,6.673529659228595
0,705554.0,3775.178175330162,1296,1030,1.258252427184466,1.8919600767623739,20.19968741653959,39.330054386911186,95.13522863478364,21.10460640656838,40.15604063737387,91.55534130022001,22.546830851406412,95.00471941951133,0.9896720953757122,0.5584717066391172,6.863987670795662
0,806797.0,3984.893898963928,1409,1013,1.3909180651530109,1.769115403255094,19.682001031238265,43.116583071595166,94.3126810652434,22.81121012360954,40.04034412371417,83.707622343375,22.021896276064872,80.11249950939191,0.9899371596348211,0.5456565477306412,6.886026011376929
0,714127.5,3855.822831273079,1350,1007,1.3406156901688182,1.9036516588424337,20.81892898140282,38.02734488212145,84.15697304056788,22.562809959910258,38.511859205735604,80.96577560681958,23.315785765482907,85.09018464518411,0.9886479882676169,0.569301983272747,6.537606983318984
0,497967.5,3376.3872035741806,1335,685,1.948905109489051,1.836415027085101,22.893041309843465,24.946396566335874,74.46751086689083,8.951834659230705,26.348390483829707,69.24303546214306,11.87881142717058,75.29517969845084,0.9843161646115839,0.579454433016448,6.57157451957352
0,746335.5,3927.7050817012787,1344,1053,1.2763532763532763,1.8962410336906124,20.67015063442922,33.33597318319541,81.9209112004251,16.52965803486637,34.49154102131633,78.4551719632807,17.791779937031404,76.35155609862781,0.9885762148990125,0.5700676248710974,6.577932481988729
0,576972.0,3432.5953497886658,1251,819,1.5274725274725274,1.775769014787546,20.421633693473467,32.91645462628676,83.92220924115408,16.350409782064457,32.05034668262691,74.90985090245971,16.86000101648656,88.06451354197978,0.9853573362046919,0.5402360322522777,6.9602798936343735
0,739948.5,3963.053283214569,1438,964,1.491701244813278,1.8734168661737944,21.225519513314474,38.424612907507544,78.98446652508382,23.106050790921,38.32589138180402,74.85296199548884,23.801676153529165,80.95349288544455,0.9878042739960016,0.5690116952180181,6.549075392143781
0,457502.0,3301.9334416389465,1168,871,1.340987370838117,2.223658038653383,23.831074952707567,20.384477769215042,59.59497231964519,8.655078794646368,24.96137910183508,66.58741969776847,12.797876319860583,64.01432660934756,0.9857040879847774,0.6492838636493385,5.564256456162997
0,702613.0,3836.2421020269394,1375,940,1.4627659574468086,1.839561750209575,20.945746044215053,41.67705067698259,97.57511411992263,16.40995667311412,40.99883375307081,90.13897612178049,18.481796944871704,86.46839711506773,0.990226471450473,0.5627505457158954,6.771057394280907
0,612302.5,3678.1415940523148,1375,847,1.6233766233766234,1.9020418828928511,22.09483970079773,30.09536116775786,81.2090879038317,13.91513920789954,30.839015378909053,77.79313590377744,16.547729260269723,74.90268495407801,0.9880558939142823,0.5761321739581406,6.3871141046971465
0,815405.5,4070.2147512435913,1412,1086,1.3001841620626151,1.880575983360426,20.317066933250917,38.3215049640284,87.43371470009755,22.182422174573116,38.516373026448804,83.40781061340692,22.379238438824554,75.53938890965713,0.9903426227096194,0.5693140946763398,6.6986104977060545
0,741307.0,3990.231995820999,1431,1016,1.4084645669291338,1.9612603145525402,21.478215341921274,35.59642986843626,84.04882880206011,18.483135657571104,37.154928504066895,83.19212737142215,19.92722865237887,72.53416526873218,0.9904837998177229,0.5877460748232188,6.3804598378193615
0,787854.0,3958.8695167303085,1384,1002,1.3812375249500999,1.7601839934810257,19.89283274629115,42.692744568666136,94.38538818317123,23.35611868748053,40.05712046143858,83.51904071830445,23.018314874894674,98.84650076823772,0.9875494047999869,0.5269417927881463,7.12881057958913
0,680994.0,3672.8451306819916,1331,891,1.4938271604938271,1.7414558718579018,19.808972405005647,36.222319193268355,91.22470552422969,17.11591750209331,33.66327929149177,79.40492941507677,16.657801170407893,77.05108939720303,0.9885542166619512,0.5370848353805172,6.9761919908303405
0,794189.0,4118.599525570869,1468,1034,1.4197292069632494,1.9112730093214587,21.3587219818363,35.30549597078092,84.29611334517416,18.445598295553367,36.576821035377954,81.42581914342698,19.923807105569228,78.96992263704445,0.9891763423794913,0.5709701689307679,6.647853501661286
0,771997.5,3992.8177874088287,1420,984,1.443089430894309,1.8099540477786522,20.651095221744026,38.44657906790336,87.36406303675713,19.12801872208863,36.93811917528974,79.70826961169239,19.68185912096348,80.8577740547479,0.9885929834071684,0.5493277036953947,6.976714840863849
0,505976.5,3423.1567512750626,1332,715,1.862937062937063,1.8822613303187006,23.15918257824235,36.775655725655724,89.5426352926353,19.36130956130956,37.06183249282646,85.19336439179389,20.296279700241143,110.43070279576584,0.9860208500673974,0.5504660269028142,6.838899915953404
0,429754.0,3118.6500490903854,1332,490,2.7183673469387757,1.5187293195642158,22.631501111546285,28.318823925966782,86.59746276889135,8.946301403444261,24.6667196476217,64.32906222632081,11.374709383624303,100.19469686758838,0.9755672479353423,0.47982148630718024,7.793102848931637
0,453892.0,3103.2328691482544,1165,718,1.6225626740947074,1.8428833290738766,21.21662034175995,30.6256052219446,85.09965330496013,12.064401592406183,32.625725183122725,79.63753873647322,14.505202756579335,114.9334735008008,0.9824850515200274,0.5384833896664721,7.1916672334165845
0,831864.0,4091.3446912765503,1442,1053,1.3694207027540362,1.8253296211880787,20.122401477689635,43.38479385890389,88.62579803032878,26.314538871173177,41.03440247444479,81.16050323658861,25.266237319879593,72.99739842725171,0.9906345802845502,0.5628331569256824,6.64592041637429
